l,n_0,n_1,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_2,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_3,n_30,n_31,n_32,n_33,n_34,n_35,n_36,n_37,n_38,n_4,n_5,n_6,n_7,n_8,n_9
-1.0,2.0,5.0,1.0,11.0,1.0,0.0,26.0,0.0,3.0,1.0,37.91,14.32,2.0,7772.51,0.18,105.0,0.07,431.81,542.84,0.33,2.0,4.0,10.0,0.0,0.08,45.0,60.0,22.0,14.0,37.0,10.34,26.0,,3.0,8.0,3.0,0.12,4.0,3.0
-1.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,8.0,3.0,1.0,72.0,0.01,8.0,0.33,4.0,24.0,1.0,0.0,0.0,3.0,0.0,0.17,2.0,6.0,2.0,6.0,6.0,0.0,2.0,,0.0,0.0,1.0,0.5,0.0,1.0
-1.0,0.0,1.0,1.0,2.0,1.0,0.0,9.0,0.0,0.0,0.0,7.4,1.5,1.0,16.64,0.0,7.0,0.67,0.92,11.09,1.0,0.0,0.0,3.0,0.0,0.1,6.0,1.0,2.0,1.0,10.0,0.0,9.0,,0.0,0.0,1.0,0.11,0.0,1.0
-1.0,3.0,11.0,0.17,36.0,1.0,0.0,187.0,0.0,1.0,0.17,894.09,6.47,1.0,37418.93,1.93,768.0,0.15,2078.83,5784.1,0.17,5.0,10.0,32.0,0.0,0.03,386.0,382.0,179.0,6.0,191.0,0.0,187.0,,0.0,20.0,6.0,0.03,10.0,1.0
-1.0,2.0,13.0,1.0,26.0,1.0,0.0,57.0,0.0,8.0,1.0,28.4,29.22,4.0,24245.57,0.28,152.0,0.03,1346.98,829.83,0.13,4.0,8.0,20.0,6.0,0.11,64.0,88.0,23.0,21.0,73.0,17.39,63.0,,6.0,16.0,8.0,0.13,8.0,8.0
-1.0,11.0,35.0,0.72,63.0,1.0,0.0,65.0,0.0,18.0,1.0,65.2,24.5,6.0,39133.83,0.53,286.0,0.04,2174.1,1597.3,0.06,18.0,31.0,47.0,2.0,0.19,119.0,167.0,34.0,14.0,94.0,19.75,67.0,,14.0,62.0,18.0,0.27,26.0,13.0
-1.0,3.0,3.0,0.5,5.0,1.0,0.0,5.0,0.0,2.0,1.0,10.33,4.5,0.0,209.28,0.02,14.0,0.22,11.63,46.51,0.5,1.0,2.0,5.0,2.0,0.15,6.0,8.0,4.0,6.0,13.0,37.5,7.0,,1.0,4.0,2.0,0.29,2.0,1.0
-1.0,1.0,5.0,0.33,9.0,1.0,0.0,12.0,0.0,3.0,1.0,17.92,4.0,0.0,286.8,0.02,20.0,0.25,15.93,71.7,0.33,2.0,4.0,8.0,0.0,0.18,8.0,12.0,6.0,6.0,17.0,0.0,12.0,,0.0,8.0,3.0,0.25,4.0,1.0
-1.0,1.0,1.0,1.0,4.0,1.0,0.0,4.0,0.0,1.0,1.0,39.26,3.2,2.0,402.06,0.04,33.0,0.31,22.34,125.64,1.0,0.0,0.0,5.0,0.0,0.13,16.0,17.0,10.0,4.0,8.0,0.0,4.0,,0.0,0.0,1.0,0.25,0.0,1.0
-1.0,1.0,5.0,0.33,13.0,1.0,0.0,9.0,0.0,0.0,0.0,11.8,10.0,1.0,1180.28,0.04,31.0,0.1,65.57,118.03,0.33,2.0,4.0,12.0,1.0,0.23,15.0,16.0,6.0,8.0,13.0,10.0,10.0,,0.0,8.0,3.0,0.3,4.0,1.0
-1.0,3.0,9.0,1.0,21.0,1.0,0.0,26.0,0.0,1.0,0.2,19.04,13.0,8.0,3217.21,0.08,65.0,0.08,178.73,247.48,0.2,4.0,8.0,18.0,0.0,0.14,26.0,39.0,7.0,7.0,35.0,13.33,26.0,,4.0,16.0,5.0,0.19,8.0,5.0
-1.0,25.0,11.0,0.33,25.0,1.0,0.0,21.0,0.0,3.0,0.5,32.63,16.76,3.0,9168.64,0.18,105.0,0.06,509.37,546.99,0.17,5.0,10.0,21.0,0.0,0.12,44.0,61.0,21.0,16.0,49.0,0.0,21.0,,0.0,20.0,6.0,0.29,10.0,2.0
-1.0,1.0,7.0,0.5,14.0,1.0,0.0,14.0,0.0,0.0,0.0,37.37,9.55,5.0,3405.1,0.12,69.0,0.1,189.17,356.72,0.25,3.0,4.0,12.0,0.0,0.17,30.0,39.0,22.0,14.0,23.0,30.0,14.0,,6.0,8.0,4.0,0.29,2.0,2.0
-1.0,12.0,1.0,1.0,3.0,1.0,0.0,15.0,0.0,0.0,0.0,39.26,8.24,2.0,2662.74,0.11,68.0,0.12,147.93,323.33,1.0,0.0,0.0,4.0,2.0,0.02,28.0,40.0,17.0,10.0,56.0,64.29,17.0,,25.0,0.0,1.0,0.06,0.0,1.0
-1.0,3.0,25.0,0.08,43.0,9.0,0.67,50.0,0.0,12.0,0.92,22.12,57.0,0.0,71859.2,0.42,242.0,0.02,3992.18,1260.69,0.69,12.0,20.0,32.0,18.0,0.15,108.0,134.0,18.0,19.0,86.0,35.06,68.0,,9.0,40.0,13.0,0.19,16.0,1.0
-1.0,1.0,1.0,1.0,6.0,1.0,0.0,26.0,0.0,0.0,0.0,89.88,6.23,3.0,3489.23,0.19,112.0,0.16,193.85,560.0,1.0,0.0,0.0,7.0,0.0,0.03,54.0,58.0,26.0,6.0,37.0,25.71,26.0,,9.0,0.0,1.0,0.04,0.0,1.0
-1.0,1.0,3.0,0.5,8.0,1.0,0.0,5.0,0.0,0.0,0.0,10.34,10.83,1.0,1213.33,0.04,28.0,0.09,67.41,112.0,0.5,1.0,2.0,8.0,1.0,0.22,13.0,15.0,6.0,10.0,9.0,16.67,6.0,,0.0,4.0,2.0,0.33,2.0,1.0
-1.0,1.0,3.0,0.5,6.0,1.0,0.0,5.0,1.0,2.0,1.0,10.95,6.0,0.0,394.38,0.02,19.0,0.17,21.91,65.73,0.5,1.0,2.0,6.0,1.0,0.2,10.0,9.0,5.0,6.0,10.0,28.57,6.0,,1.0,4.0,2.0,0.33,2.0,1.0
-1.0,1.0,3.0,1.0,6.0,1.0,0.0,10.0,0.0,2.0,1.0,24.53,6.8,2.0,1134.22,0.06,40.0,0.15,63.01,166.8,0.5,1.0,2.0,6.0,1.0,0.12,17.0,23.0,10.0,8.0,17.0,9.09,11.0,,0.0,4.0,2.0,0.18,2.0,2.0
-1.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,9.05,2.0,2.0,36.19,0.01,7.0,0.5,2.0,18.09,1.0,0.0,0.0,4.0,0.0,0.2,2.0,5.0,2.0,4.0,5.0,0.0,2.0,,0.0,0.0,1.0,0.5,0.0,1.0
-1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,13.0,3.0,0.0,117.0,0.01,13.0,0.33,6.5,39.0,1.0,0.0,0.0,2.0,0.0,0.2,6.0,7.0,4.0,4.0,5.0,0.0,3.0,,0.0,0.0,1.0,0.33,0.0,1.0
-1.0,187.0,61.0,0.52,282.0,17.0,0.53,1079.0,0.0,7.0,0.23,649.55,43.39,20.0,1222822.28,9.39,3551.0,0.02,67934.57,28183.0,0.55,30.0,45.0,253.0,0.0,0.02,1242.0,2309.0,229.0,16.0,1430.0,13.05,1079.0,,162.0,90.0,31.0,0.03,30.0,16.0
-1.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,7.74,1.5,1.0,17.41,0.0,5.0,0.67,0.97,11.61,1.0,0.0,0.0,3.0,0.0,0.2,2.0,3.0,2.0,3.0,5.0,0.0,3.0,,0.0,0.0,1.0,0.33,0.0,1.0
-1.0,15.0,1.0,1.0,3.0,1.0,0.0,19.0,0.0,0.0,0.0,60.37,9.43,2.0,5366.74,0.19,116.0,0.11,298.15,569.2,1.0,0.0,0.0,4.0,2.0,0.02,44.0,72.0,21.0,9.0,63.0,58.7,21.0,,25.0,0.0,1.0,0.05,0.0,1.0
-1.0,12.0,3.0,1.0,7.0,1.0,0.0,8.0,0.0,2.0,1.0,24.92,5.45,3.0,741.46,0.05,32.0,0.18,41.19,135.93,0.5,1.0,2.0,7.0,0.0,0.09,15.0,17.0,11.0,8.0,23.0,0.0,8.0,,0.0,4.0,2.0,0.25,2.0,2.0
-1.0,0.0,1.0,1.0,4.0,1.0,0.0,4.0,0.0,1.0,1.0,15.85,2.0,3.0,63.4,0.01,10.0,0.5,3.52,31.7,1.0,0.0,0.0,5.0,0.0,0.17,5.0,5.0,5.0,4.0,6.0,0.0,4.0,,0.0,0.0,1.0,0.25,0.0,1.0
-1.0,9.0,23.0,0.58,48.0,1.0,0.0,72.0,0.0,9.0,0.75,47.74,31.17,8.0,46373.73,0.5,254.0,0.03,2576.32,1487.93,0.08,11.0,21.0,38.0,1.0,0.14,102.0,152.0,36.0,22.0,88.0,1.37,73.0,,0.0,42.0,12.0,0.16,20.0,7.0
-1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,11.63,2.0,0.0,46.53,0.01,9.0,0.5,2.58,23.26,1.0,0.0,0.0,2.0,0.0,0.2,4.0,5.0,3.0,3.0,5.0,0.0,3.0,,0.0,0.0,1.0,0.33,0.0,1.0
-1.0,2.0,7.0,0.25,11.0,3.0,0.67,13.0,2.0,4.0,1.0,18.91,10.45,0.0,2065.48,0.07,45.0,0.1,114.75,197.65,0.75,3.0,5.0,9.0,1.0,0.2,19.0,26.0,10.0,11.0,20.0,13.33,14.0,,1.0,10.0,4.0,0.29,4.0,1.0
-1.0,23.0,1.0,1.0,3.0,1.0,0.0,33.0,0.0,0.0,0.0,90.04,11.57,2.0,12056.16,0.35,200.0,0.09,669.79,1041.89,1.0,0.0,0.0,4.0,2.0,0.01,72.0,128.0,28.0,9.0,85.0,45.0,35.0,,25.0,0.0,1.0,0.03,0.0,1.0
-1.0,3.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,1.0,1.0,38.31,6.67,0.0,1702.75,0.09,55.0,0.15,94.6,255.41,1.0,0.0,0.0,2.0,0.0,0.05,20.0,35.0,15.0,10.0,22.0,27.27,8.0,,3.0,0.0,1.0,0.13,0.0,1.0
-1.0,2.0,3.0,0.5,6.0,1.0,0.0,11.0,0.0,1.0,0.5,24.32,6.0,0.0,875.68,0.05,35.0,0.17,48.65,145.95,0.5,1.0,2.0,6.0,0.0,0.1,15.0,20.0,10.0,8.0,20.0,26.67,11.0,,4.0,4.0,2.0,0.18,2.0,1.0
-1.0,21.0,3.0,0.5,7.0,1.0,0.0,17.0,0.0,2.0,1.0,30.64,8.18,1.0,2050.94,0.08,58.0,0.12,113.94,250.67,0.5,1.0,2.0,7.0,0.0,0.05,20.0,38.0,11.0,9.0,41.0,0.0,17.0,,0.0,4.0,2.0,0.12,2.0,1.0
-1.0,0.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,1.0,1.0,10.8,2.5,2.0,67.5,0.01,9.0,0.4,3.75,27.0,1.0,0.0,0.0,4.0,0.0,0.2,3.0,6.0,3.0,5.0,5.0,0.0,3.0,,0.0,0.0,1.0,0.33,0.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.01,0.0,1.0,0.0,1.0,67.0,0.0,1.0,,0.0,0.0,1.0,1.0,0.0,1.0
-1.0,0.0,7.0,1.0,12.0,1.0,0.0,5.0,0.0,4.0,1.0,14.75,8.0,1.0,944.22,0.04,31.0,0.13,52.46,118.03,0.25,4.0,5.0,10.0,0.0,0.57,12.0,19.0,6.0,8.0,7.0,0.0,5.0,,0.0,10.0,4.0,0.8,2.0,4.0
-1.0,19.0,21.0,0.27,57.0,5.0,0.4,128.0,0.0,10.0,0.91,54.46,47.18,4.0,121239.71,0.86,435.0,0.02,6735.54,2569.5,0.45,9.0,17.0,48.0,1.0,0.06,163.0,272.0,38.0,22.0,180.0,19.5,129.0,,30.0,34.0,11.0,0.09,16.0,3.0
-1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,5.33,1.5,0.0,12.0,0.0,4.0,0.67,0.67,8.0,1.0,0.0,0.0,2.0,0.0,0.2,1.0,3.0,1.0,3.0,5.0,0.0,2.0,,0.0,0.0,1.0,0.5,0.0,1.0
-1.0,2.0,1.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,3.0,1.0,0.17,3.0,1.0,0.0,0.0,3.0,0.0,0.14,2.0,1.0,1.0,1.0,7.0,0.0,4.0,,0.0,0.0,1.0,0.25,0.0,1.0
-1.0,11.0,23.0,0.75,54.0,3.0,0.18,66.0,0.0,8.0,0.67,60.24,18.64,9.0,20938.3,0.37,199.0,0.05,1163.24,1123.13,0.25,11.0,21.0,44.0,5.0,0.1,87.0,112.0,35.0,15.0,123.0,29.03,71.0,,22.0,42.0,12.0,0.17,20.0,9.0
-1.0,0.0,17.0,0.33,30.0,8.0,0.88,30.0,2.0,7.0,0.78,15.55,36.0,1.0,20153.67,0.19,113.0,0.03,1119.65,559.82,0.89,8.0,12.0,23.0,3.0,0.24,52.0,61.0,13.0,18.0,38.0,16.67,33.0,,3.0,24.0,9.0,0.27,8.0,3.0
-1.0,0.0,3.0,0.5,7.0,1.0,0.0,9.0,1.0,2.0,1.0,13.29,3.75,1.0,186.86,0.02,15.0,0.27,10.38,49.83,0.5,1.0,2.0,7.0,0.0,0.18,5.0,10.0,4.0,6.0,11.0,0.0,9.0,,0.0,4.0,2.0,0.22,2.0,1.0
-1.0,0.0,5.0,0.67,10.0,3.0,1.0,9.0,0.0,3.0,1.0,20.32,10.91,3.0,2418.05,0.07,49.0,0.09,134.34,221.65,1.0,2.0,3.0,9.0,0.0,0.21,20.0,29.0,11.0,12.0,14.0,10.0,9.0,,1.0,6.0,3.0,0.33,2.0,2.0
-1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,9.51,0.5,0.0,2.38,0.0,3.0,2.0,0.13,4.75,1.0,0.0,0.0,2.0,0.0,0.2,2.0,1.0,2.0,1.0,5.0,0.0,4.0,,0.0,0.0,1.0,0.25,0.0,1.0
-1.0,0.0,3.0,0.5,6.0,1.0,0.0,6.0,0.0,2.0,1.0,13.67,6.29,0.0,540.27,0.03,22.0,0.16,30.01,85.95,0.5,1.0,2.0,6.0,0.0,0.25,11.0,11.0,7.0,8.0,8.0,0.0,6.0,,0.0,4.0,2.0,0.33,2.0,1.0
-1.0,2.0,1.0,1.0,11.0,1.0,0.0,12.0,0.0,0.0,0.0,40.72,8.91,2.0,3232.07,0.12,87.0,0.11,179.56,362.78,1.0,0.0,0.0,12.0,0.0,0.06,28.0,59.0,11.0,7.0,18.0,14.29,12.0,,2.0,0.0,1.0,0.08,0.0,1.0
-1.0,3.0,1.0,1.0,5.0,1.0,0.0,6.0,0.0,1.0,1.0,16.4,7.07,4.0,820.29,0.04,29.0,0.14,45.57,116.0,1.0,0.0,0.0,6.0,0.0,0.07,11.0,18.0,7.0,9.0,15.0,33.33,6.0,,3.0,0.0,1.0,0.17,0.0,1.0
-1.0,1.0,5.0,0.67,10.0,1.0,0.0,13.0,0.0,2.0,0.67,15.96,8.25,2.0,1086.41,0.04,31.0,0.12,60.36,131.69,0.33,2.0,4.0,9.0,0.0,0.18,12.0,19.0,8.0,11.0,17.0,7.14,13.0,,1.0,8.0,3.0,0.23,4.0,2.0
-1.0,249.0,57.0,0.55,320.0,15.0,0.5,1180.0,0.0,2.0,0.07,912.14,46.06,26.0,1935011.87,14.0,5205.0,0.02,107500.66,42011.96,0.52,28.0,43.0,293.0,2.0,0.02,1814.0,3391.0,256.0,13.0,1737.0,20.59,1182.0,,304.0,86.0,29.0,0.02,30.0,16.0
-1.0,6.0,3.0,1.0,6.0,1.0,0.0,7.0,0.0,2.0,1.0,19.48,4.81,2.0,451.25,0.03,24.0,0.21,25.07,93.77,0.5,1.0,2.0,6.0,0.0,0.13,11.0,13.0,8.0,7.0,15.0,0.0,7.0,,0.0,4.0,2.0,0.29,2.0,2.0
-1.0,1.0,3.0,0.5,5.0,1.0,0.0,7.0,0.0,2.0,1.0,13.45,3.6,0.0,174.36,0.02,14.0,0.28,9.69,48.43,0.5,1.0,2.0,5.0,0.0,0.18,6.0,8.0,5.0,6.0,11.0,12.5,7.0,,1.0,4.0,2.0,0.29,2.0,1.0
-1.0,3.0,3.0,0.5,10.0,1.0,0.0,12.0,0.0,1.0,0.5,29.86,6.57,3.0,1289.41,0.07,44.0,0.15,71.63,196.21,0.5,1.0,2.0,10.0,1.0,0.11,23.0,21.0,14.0,8.0,19.0,20.0,13.0,,2.0,4.0,2.0,0.15,2.0,1.0
-1.0,3.0,3.0,1.0,7.0,1.0,0.0,18.0,0.0,2.0,1.0,26.72,9.82,3.0,2575.96,0.09,58.0,0.1,143.11,262.37,0.5,1.0,2.0,7.0,0.0,0.07,18.0,40.0,11.0,12.0,27.0,18.18,18.0,,4.0,4.0,2.0,0.11,2.0,2.0
-1.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,20.97,3.0,1.0,188.72,0.02,17.0,0.33,10.48,62.91,1.0,0.0,0.0,3.0,0.0,0.2,7.0,10.0,7.0,6.0,5.0,0.0,2.0,,0.0,0.0,1.0,0.5,0.0,1.0
-1.0,1.0,3.0,1.0,8.0,1.0,0.0,12.0,0.0,2.0,1.0,22.36,8.55,3.0,1634.39,0.06,45.0,0.12,90.8,191.16,0.5,1.0,2.0,8.0,2.0,0.11,19.0,26.0,10.0,9.0,18.0,14.29,14.0,,0.0,4.0,2.0,0.14,2.0,2.0
-1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.25,0.0,1.0,0.0,1.0,4.0,0.0,1.0,,0.0,0.0,1.0,1.0,0.0,1.0
-1.0,1.0,5.0,0.33,13.0,1.0,0.0,9.0,0.0,3.0,1.0,12.83,10.29,1.0,1357.71,0.04,33.0,0.1,75.43,132.0,0.33,2.0,4.0,12.0,1.0,0.23,16.0,17.0,7.0,9.0,13.0,10.0,10.0,,0.0,8.0,3.0,0.3,4.0,1.0
-1.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,0.0,1.0,1.0,53.15,1.0,1.0,53.15,0.02,16.0,1.0,2.95,53.15,1.0,0.0,0.0,3.0,1.0,0.14,8.0,8.0,8.0,2.0,7.0,20.0,5.0,,0.0,0.0,1.0,0.2,0.0,1.0
-1.0,1.0,5.0,0.67,10.0,1.0,0.0,11.0,0.0,2.0,0.67,15.86,5.83,1.0,539.65,0.03,25.0,0.17,29.98,92.51,0.33,2.0,4.0,9.0,0.0,0.21,10.0,15.0,6.0,7.0,14.0,0.0,11.0,,0.0,8.0,3.0,0.27,4.0,2.0
-1.0,23.0,25.0,0.85,59.0,4.0,0.25,162.0,0.0,6.0,0.46,76.24,42.1,5.0,135139.85,1.07,537.0,0.02,7507.77,3209.8,0.31,12.0,23.0,48.0,3.0,0.06,195.0,342.0,44.0,19.0,228.0,20.2,165.0,,38.0,46.0,13.0,0.08,22.0,11.0
-1.0,8.0,68.0,0.14,136.0,3.0,0.06,164.0,0.0,36.0,0.97,113.85,33.24,6.0,125762.31,1.26,558.0,0.03,6986.8,3784.0,0.08,30.0,60.0,101.0,34.0,0.16,226.0,332.0,85.0,25.0,232.0,25.45,198.0,,22.0,120.0,37.0,0.19,60.0,5.0
-1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,13.88,4.0,0.0,222.03,0.02,15.0,0.25,12.33,55.51,1.0,0.0,0.0,2.0,0.0,0.2,5.0,10.0,5.0,8.0,5.0,0.0,2.0,,0.0,0.0,1.0,0.5,0.0,1.0
-1.0,6.0,97.0,0.02,242.0,1.0,0.0,291.0,0.0,49.0,1.0,303.55,25.59,3.0,198748.74,2.59,1141.0,0.04,11041.6,7767.19,0.02,48.0,96.0,195.0,0.0,0.16,522.0,619.0,102.0,10.0,303.0,1.36,291.0,,4.0,192.0,49.0,0.17,96.0,1.0
-1.0,24.0,3.0,1.0,1078.0,1.0,0.0,1076.0,0.0,1.0,0.5,5475.53,23.38,5.0,2992935.22,42.67,12476.0,0.04,166274.17,128015.23,0.5,1.0,2.0,1078.0,1.0,0.0,5169.0,7307.0,1216.0,11.0,1137.0,3.15,1077.0,,34.0,4.0,2.0,0.0,2.0,2.0
-1.0,5.0,9.0,0.2,17.0,1.0,0.0,22.0,0.0,5.0,1.0,14.85,30.0,0.0,13366.0,0.15,109.0,0.03,742.56,445.53,0.2,4.0,8.0,14.0,0.0,0.14,42.0,67.0,7.0,10.0,37.0,15.38,22.0,,4.0,16.0,5.0,0.23,8.0,1.0
-1.0,7.0,13.0,0.71,33.0,6.0,0.83,37.0,0.0,5.0,0.71,47.28,10.79,6.0,5503.58,0.17,105.0,0.09,305.75,510.09,0.86,6.0,10.0,28.0,4.0,0.13,41.0,64.0,19.0,10.0,56.0,21.28,41.0,,6.0,20.0,7.0,0.17,8.0,5.0
-1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,8.43,5.33,0.0,239.85,0.01,13.0,0.19,13.33,44.97,1.0,0.0,0.0,2.0,0.0,0.2,4.0,9.0,3.0,8.0,5.0,0.0,3.0,,0.0,0.0,1.0,0.33,0.0,1.0
-1.0,2.0,3.0,1.0,7.0,1.0,0.0,8.0,0.0,2.0,1.0,15.9,5.79,2.0,532.29,0.03,23.0,0.17,29.57,92.0,0.5,1.0,2.0,7.0,2.0,0.13,9.0,14.0,7.0,9.0,15.0,27.27,10.0,,1.0,4.0,2.0,0.2,2.0,2.0
-1.0,5.0,19.0,0.6,45.0,1.0,0.0,43.0,2.0,6.0,0.6,16.18,70.0,2.0,79296.42,0.38,241.0,0.01,4405.36,1132.81,0.1,9.0,17.0,37.0,4.0,0.16,120.0,121.0,12.0,14.0,63.0,21.82,47.0,,8.0,34.0,10.0,0.21,16.0,6.0
-1.0,6.0,70.0,0.93,147.0,1.0,0.0,360.0,0.0,53.0,0.93,57.65,113.07,6.0,737097.31,2.17,903.0,0.01,40949.85,6518.91,0.02,12.0,24.0,92.0,3.0,0.13,365.0,538.0,92.0,57.0,449.0,18.18,363.0,,77.0,48.0,57.0,0.16,24.0,53.0
-1.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,17.27,2.5,1.0,107.96,0.01,13.0,0.4,6.0,43.19,1.0,0.0,0.0,3.0,0.0,0.13,5.0,8.0,5.0,5.0,8.0,0.0,3.0,,0.0,0.0,1.0,0.33,0.0,1.0
-1.0,1.0,9.0,0.2,15.0,4.0,0.75,13.0,2.0,5.0,1.0,20.31,10.29,0.0,2150.69,0.07,45.0,0.1,119.48,208.97,0.8,4.0,6.0,12.0,1.0,0.26,19.0,26.0,12.0,13.0,19.0,13.33,14.0,,1.0,12.0,5.0,0.36,4.0,1.0
-1.0,0.0,7.0,0.25,10.0,4.0,1.0,12.0,3.0,4.0,1.0,25.42,6.67,0.0,1129.72,0.06,38.0,0.15,62.76,169.46,1.0,3.0,4.0,8.0,1.0,0.24,16.0,22.0,12.0,10.0,17.0,7.69,13.0,,0.0,8.0,4.0,0.31,2.0,1.0
-1.0,7.0,11.0,0.83,26.0,1.0,0.0,25.0,0.0,6.0,1.0,22.53,15.4,5.0,5343.69,0.12,79.0,0.06,296.87,346.99,0.17,5.0,10.0,22.0,3.0,0.16,28.0,51.0,10.0,11.0,37.0,10.71,28.0,,0.0,20.0,6.0,0.21,10.0,5.0
-1.0,2.0,1.0,1.0,2.0,1.0,0.0,10.0,0.0,0.0,0.0,2.22,4.5,1.0,45.0,0.0,10.0,0.22,2.5,10.0,1.0,0.0,0.0,3.0,0.0,0.08,9.0,1.0,1.0,1.0,13.0,0.0,10.0,,0.0,0.0,1.0,0.1,0.0,1.0
-1.0,3.0,53.0,0.3,87.0,22.0,0.81,64.0,0.0,11.0,0.41,57.57,22.38,3.0,28844.61,0.43,232.0,0.04,1602.48,1288.66,0.81,26.0,41.0,62.0,6.0,0.33,79.0,153.0,30.0,17.0,81.0,15.79,70.0,,6.0,82.0,27.0,0.39,30.0,8.0
-1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.25,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,1.0
-1.0,0.0,3.0,1.0,6.0,1.0,0.0,22.0,0.0,2.0,1.0,32.54,18.67,1.0,11336.79,0.2,102.0,0.05,629.82,607.33,0.5,0.0,0.0,6.0,0.0,0.07,35.0,67.0,30.0,32.0,27.0,12.0,22.0,,3.0,0.0,2.0,0.09,0.0,2.0
-1.0,0.0,3.0,0.5,5.0,1.0,0.0,10.0,1.0,2.0,1.0,15.0,10.08,0.0,1524.96,0.05,37.0,0.1,84.72,151.24,0.5,1.0,2.0,5.0,0.0,0.17,11.0,26.0,6.0,11.0,12.0,0.0,10.0,,0.0,4.0,2.0,0.2,2.0,1.0
-1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,5.33,1.5,0.0,12.0,0.0,4.0,0.67,0.67,8.0,1.0,0.0,0.0,2.0,0.0,0.2,1.0,3.0,1.0,3.0,5.0,0.0,2.0,,0.0,0.0,1.0,0.5,0.0,1.0
-1.0,32.0,25.0,0.92,60.0,1.0,0.0,63.0,0.0,13.0,1.0,99.95,19.19,13.0,36788.57,0.64,315.0,0.05,2043.81,1917.55,0.08,12.0,24.0,49.0,5.0,0.1,148.0,167.0,54.0,14.0,124.0,30.0,68.0,,22.0,48.0,13.0,0.19,24.0,12.0
-1.0,7.0,13.0,0.86,29.0,1.0,0.0,31.0,0.0,6.0,0.86,45.95,13.5,5.0,8375.28,0.21,120.0,0.07,465.29,620.39,0.14,8.0,15.0,24.0,0.0,0.16,54.0,66.0,24.0,12.0,44.0,11.43,31.0,,4.0,30.0,7.0,0.23,14.0,6.0
-1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,3.7,3.0,0.0,33.28,0.0,7.0,0.33,1.85,11.09,1.0,0.0,0.0,2.0,0.0,0.17,3.0,4.0,1.0,2.0,6.0,0.0,5.0,,0.0,0.0,1.0,0.2,0.0,1.0
-1.0,1.0,5.0,0.33,11.0,1.0,0.0,11.0,0.0,3.0,1.0,9.88,8.75,2.0,756.75,0.03,25.0,0.11,42.04,86.49,0.33,2.0,4.0,10.0,0.0,0.18,10.0,15.0,4.0,7.0,17.0,21.43,11.0,,3.0,8.0,3.0,0.27,4.0,1.0
-1.0,3.0,11.0,0.17,23.0,6.0,1.0,18.0,0.0,6.0,1.0,34.6,17.18,1.0,10215.3,0.2,115.0,0.06,567.52,594.54,1.0,5.0,8.0,19.0,0.0,0.26,54.0,61.0,22.0,14.0,23.0,0.0,18.0,,0.0,16.0,6.0,0.33,6.0,1.0
-1.0,21.0,69.0,0.49,193.0,6.0,0.15,155.0,0.0,10.0,0.29,96.83,50.83,26.0,250206.08,1.64,762.0,0.02,13900.34,4922.09,0.17,34.0,62.0,160.0,4.0,0.16,305.0,457.0,66.0,22.0,213.0,17.11,159.0,,28.0,124.0,35.0,0.22,56.0,17.0
